dbn,locationname,N/A,aca_p_13,com_p_13,eng_p_13,saf_p_13,p_q1a,p_q1b,p_q1c,p_q1d,p_q1e,p_q1f,p_q1g,p_q1h,p_q1i,p_q1j,p_q1k,p_q1l,p_q1m,p_q1n,p_q1o,p_q1p,p_q1q,p_q1r,p_q2a,p_q2b,p_q2c,p_q2d,p_q2e,p_q2f,p_q2g,p_q2h,p_q2i,p_q2j,p_q3a,p_q3b,p_q4a,p_q4b,p_q4c,p_q4d,p_q5a,p_q5b,p_q5c,p_q7a,p_q7b,p_q7c,p_q7d,p_q7e,p_q7f,p_q7g,p_q7h,p_q7i,p_q7j,p_q8,p_q9,p_q10a,p_q10b,,,
02M089,P.S. 89,ES,8.6,8.8,8.8,9.0,8.7,8.8,8.3,9.2,9.4,8.7,8.6,9.4,8.5,8.2,8.6,8.6,8.8,8.6,8.8,8.2,7.7,9.1,9.1,9.0,9.2,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.9,Not Scored,9.0,8.7,9.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.7,8.6,8.5,,,
02M104,J.H.S. 104 Simon Baruch,MS,7.8,7.8,7.2,8.0,8.2,7.5,7.5,7.9,8.0,7.6,7.6,8.0,8.0,8.0,8.1,8.0,8.1,7.9,8.1,7.6,7.1,8.1,8.3,7.8,8.0,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,3.7,Not Scored,7.8,7.8,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.3,7.7,6.9,,,
02M111,P.S. 111 Adolph S. Ochs,ES/MS,7.7,7.9,7.4,7.7,8.3,7.7,7.7,8.1,7.9,7.7,7.2,7.7,7.4,7.6,7.8,7.8,7.8,7.7,7.6,7.1,6.6,7.9,7.8,7.6,7.8,7.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.6,Not Scored,8.0,7.5,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,7.8,6.9,,,
02M114,East Side Middle School,MS,8.6,8.6,8.4,9.0,8.7,7.9,8.3,8.5,9.2,8.4,8.2,8.9,8.7,8.9,8.7,8.8,9.0,8.6,9.0,8.6,7.6,9.3,9.4,8.9,8.9,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.5,Not Scored,8.7,9.0,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,8.0,7.6,,,
02M116,P.S. 116 Mary Lindley Murray,ES,7.8,8.3,8.1,8.2,8.4,8.5,8.1,8.5,9.0,8.1,7.7,8.7,7.9,8.0,7.8,8.1,7.8,8.0,8.2,7.4,7.0,7.8,8.6,8.3,8.6,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.2,Not Scored,7.9,8.0,8.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.4,7.7,7.2,,,
02M124,P.S. 124 Yung Wing,ES,7.9,8.2,7.7,8.3,8.3,8.3,8.1,8.2,8.6,8.2,8.0,8.1,7.8,7.9,8.1,8.1,8.1,7.9,8.0,7.5,7.4,8.3,8.6,8.1,8.1,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.6,Not Scored,8.1,7.9,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.9,7.9,7.4,,,
02M126,P.S. 126 Jacob August Riis,ES/MS,8.0,8.1,7.7,8.2,8.3,7.9,7.8,8.3,8.6,7.9,7.8,8.4,8.3,8.0,8.1,8.0,7.9,7.9,8.0,7.7,7.4,8.4,8.3,8.2,8.1,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.3,Not Scored,8.0,8.2,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.7,7.8,8.0,,,
02M130,P.S. 130 Hernando De Soto,ES,8.6,8.9,8.4,8.9,9.0,8.9,8.9,9.0,9.4,8.9,8.7,8.9,8.7,8.8,8.9,8.9,8.7,8.7,8.9,8.2,8.2,8.8,9.2,8.9,8.9,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.1,Not Scored,8.6,8.7,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.6,8.3,8.5,,,
02M131,M.S. 131,MS,7.8,8.0,7.3,8.0,8.3,7.8,8.0,8.0,8.5,7.9,7.8,7.9,7.8,8.0,8.1,8.1,7.9,8.0,8.1,7.9,7.8,8.0,8.3,7.9,7.8,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,3.0,Not Scored,7.6,7.4,7.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.7,7.6,7.4,,,
02M150,P.S. 150,ES,8.8,8.5,8.4,8.8,8.5,8.3,8.5,8.3,9.0,8.4,8.0,8.9,8.5,8.4,8.3,8.5,8.4,8.1,8.5,8.2,7.6,8.9,8.9,8.8,8.5,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.3,Not Scored,8.5,8.3,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.8,9.5,9.7,,,
02M151,Yorkville Community School,ECC,8.7,9.0,8.7,9.2,8.9,8.9,9.0,9.1,9.5,8.7,8.6,9.4,9.0,8.9,8.8,8.8,8.9,8.6,9.1,8.0,7.6,9.2,9.2,9.3,8.8,9.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.2,Not Scored,8.9,8.9,9.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.4,8.2,8.3,,,
02M158,P.S. 158 Bayard Taylor,ES,8.0,8.2,8.0,8.2,8.3,8.1,7.9,7.8,9.0,8.2,7.3,8.8,8.2,8.1,7.9,8.2,8.0,7.9,8.4,7.5,6.9,8.1,8.3,8.5,8.3,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.2,Not Scored,7.9,8.1,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.9,8.0,7.5,,,
02M167,J.H.S. 167 Robert F. Wagner,MS,7.9,8.0,7.6,8.1,8.5,7.4,7.9,8.1,8.3,7.8,7.7,8.0,7.7,8.0,7.8,7.7,7.8,7.7,8.1,7.5,7.0,8.2,8.4,8.1,8.2,7.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.3,Not Scored,8.0,8.0,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,8.3,8.0,,,
02M183,P.S. 183 Robert L. Stevenson,ES,8.4,8.8,8.6,8.8,8.8,8.6,8.5,9.1,9.4,8.5,8.5,9.2,8.5,8.3,8.5,8.6,8.7,8.6,8.6,7.9,7.5,8.7,8.8,9.0,8.9,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.5,Not Scored,8.7,8.6,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.8,8.5,8.1,,,
02M198,P.S. 198 Isador E. Ida Straus,ES,7.9,8.0,7.6,7.9,8.1,8.0,7.8,8.0,8.2,7.9,7.8,8.0,7.4,8.0,7.9,8.0,7.8,7.9,8.0,7.4,7.2,7.9,7.9,8.1,8.0,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.6,Not Scored,7.8,8.0,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.9,8.0,7.6,,,
02M212,P.S. 212 Midtown West,ES,8.7,8.9,8.8,8.8,9.1,8.9,8.5,9.2,9.3,8.7,8.9,9.3,9.0,8.7,8.7,8.9,8.6,8.8,8.8,8.3,7.9,8.4,9.0,8.9,8.7,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.9,Not Scored,8.9,8.9,9.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.6,8.5,8.2,,,
02M217,P.S./I.S. 217 Roosevelt Island,ES/MS,8.0,8.1,7.7,8.3,8.1,8.1,7.9,8.2,8.8,7.7,7.2,8.5,7.0,8.1,8.0,8.1,7.9,7.8,8.0,7.4,7.1,8.6,8.4,8.2,8.4,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.6,Not Scored,8.1,7.9,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,8.3,7.8,,,
02M225,Ella Baker School,ES/MS,8.6,9.1,8.9,9.1,9.2,9.1,8.9,9.4,9.4,9.0,9.1,9.5,8.9,8.8,8.7,9.1,9.0,8.9,8.7,7.8,7.8,8.8,9.1,9.4,9.1,9.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.4,Not Scored,9.0,8.9,9.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.3,8.7,8.1,,,
02M234,P.S. 234 Independence School,ES,8.5,8.9,8.7,9.1,8.8,8.9,8.4,9.1,9.5,9.0,8.7,9.3,8.6,8.3,8.7,8.7,8.6,8.6,8.6,7.8,7.4,9.2,9.3,9.2,9.2,9.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.4,Not Scored,8.9,8.5,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,8.5,8.3,,,
02M255,M.S. 255 Salk School of Science,MS,8.7,8.8,8.8,9.0,8.9,8.4,8.7,9.2,9.4,8.8,8.7,9.3,8.8,8.9,9.0,9.1,8.9,8.8,9.0,8.8,8.3,8.8,9.2,9.0,9.0,9.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,Not Scored,8.9,8.9,9.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,8.4,7.5,,,
02M260,M.S. 260 Clinton School Writers & Artists,MS,8.0,8.6,8.1,8.8,9.2,8.2,8.1,9.0,9.0,7.8,8.0,8.7,7.9,8.5,8.2,8.3,8.2,8.4,8.5,7.9,7.3,8.8,9.0,8.8,8.7,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.6,Not Scored,8.6,8.6,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.3,7.0,6.3,,,
02M267,"East Side Elementary School, PS 267",ECC,9.0,9.4,9.1,9.4,9.4,9.5,9.3,9.1,9.6,9.1,8.9,9.7,9.4,9.3,9.3,9.4,9.3,9.2,9.4,8.4,8.1,9.6,9.1,9.5,9.3,9.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.1,Not Scored,9.2,9.5,9.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.5,8.7,7.9,,,
02M276,BATTERY PARK CITY SCHOOL,ES/MS,8.2,8.4,8.2,8.9,8.3,8.2,8.1,8.4,9.2,8.4,8.0,8.8,8.3,8.1,8.2,8.2,8.2,8.1,8.3,7.7,7.1,9.1,9.0,8.8,8.9,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.9,Not Scored,8.4,8.3,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.2,8.4,8.2,,,
02M288,Food and Finance High School,HS,8.3,8.0,7.8,8.1,8.2,7.7,7.1,8.6,8.6,8.3,8.2,8.2,8.0,8.4,8.1,8.2,8.2,8.1,8.3,8.3,7.8,8.0,8.3,8.3,8.1,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.2,Not Scored,8.5,8.2,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.7,8.6,8.2,,,
02M289,I.S. 289,MS,8.2,8.3,8.0,8.7,8.5,8.1,8.0,8.6,8.9,8.4,8.0,8.4,8.2,8.3,8.3,8.3,8.0,8.2,8.1,7.8,7.2,8.9,8.9,8.5,8.4,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.6,Not Scored,8.2,8.1,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.7,8.8,7.8,,,
02M290,P.S. 290 Manhattan New School,ES,8.9,9.0,8.8,9.0,9.0,8.8,8.7,9.3,9.5,9.0,8.6,9.4,8.8,8.9,8.8,8.9,8.8,8.9,9.1,8.3,7.9,8.9,9.0,9.0,9.2,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.5,Not Scored,9.0,9.0,9.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.9,9.0,8.6,,,
02M294,Essex Street Academy,HS,8.2,9.0,8.5,8.6,9.2,8.7,8.8,9.1,9.4,8.7,8.7,8.9,8.3,8.8,8.6,8.9,9.2,8.7,9.1,8.8,8.7,8.5,8.8,8.8,9.0,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.3,Not Scored,8.9,8.6,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.3,7.3,5.3,,,
02M296,High School of Hospitality Management,HS,7.8,8.2,7.6,8.0,8.8,7.7,7.9,8.4,8.5,8.4,8.1,8.1,7.6,8.3,8.2,8.1,8.2,8.1,8.1,7.9,7.7,8.0,8.2,7.8,7.5,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.2,Not Scored,8.0,8.2,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.6,6.8,6.8,,,
02M298,Pace High School,HS,8.1,8.1,7.6,7.6,8.6,7.5,7.4,8.2,8.7,8.0,7.9,8.0,8.0,8.2,8.3,8.2,8.3,8.2,8.4,8.2,7.8,7.1,8.1,7.8,8.2,7.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.8,Not Scored,8.1,8.1,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.6,8.3,7.4,,,
02M300,"Urban Assembly School of Design and Construction, The",HS,8.5,8.3,8.1,8.5,8.6,7.9,7.8,8.5,8.8,8.2,8.4,8.5,8.3,8.7,8.4,8.8,8.6,8.5,8.6,8.7,9.0,8.5,8.5,8.5,8.6,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.5,Not Scored,8.5,8.3,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.7,8.3,8.3,,,
02M303,"Facing History School, The",HS,8.1,8.3,7.7,7.9,8.8,7.8,8.1,8.3,8.5,8.2,8.1,8.2,7.8,8.6,8.5,8.3,8.5,8.1,8.6,8.2,7.9,7.6,7.9,8.1,8.0,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.3,Not Scored,8.4,8.2,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.6,7.2,7.4,,,
02M305,"Urban Assembly Academy of Government and Law, The",HS,8.7,8.7,8.3,8.3,9.2,8.1,8.1,9.0,9.1,8.4,8.9,9.1,8.4,9.2,8.8,9.1,8.9,8.9,9.0,8.6,8.5,8.5,8.3,8.3,8.4,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.3,Not Scored,9.1,8.9,8.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,8.5,7.5,,,
02M308,Lower Manhattan Arts Academy,HS,8.0,8.0,7.7,8.2,8.2,7.3,8.2,8.1,8.4,7.9,7.5,8.3,8.2,7.7,8.4,8.6,8.6,8.1,8.4,7.9,7.7,7.9,8.4,8.4,8.5,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,5.4,Not Scored,7.9,7.9,8.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.7,7.7,7.1,,,
02M312,New York City Lab Middle School for Collaborative Studies,MS,8.5,8.5,8.1,8.5,9.0,8.1,8.4,8.5,9.0,8.3,8.0,8.8,8.4,8.7,8.6,8.5,8.4,8.4,8.7,8.0,7.5,8.2,8.9,8.6,8.8,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.6,Not Scored,8.3,8.6,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.8,8.8,8.3,,,
02M313,"James Baldwin School, The: A School for Expeditionary Learning",HST,8.3,8.2,8.1,8.1,8.5,7.4,7.6,8.8,8.9,8.5,8.3,8.3,7.7,8.0,8.3,8.4,8.3,8.1,8.5,8.7,8.4,7.8,8.1,8.4,8.3,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.3,Not Scored,8.7,8.4,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.4,7.8,8.0,,,
02M316,"Urban Assembly School of Business for Young Women, the",HS,7.5,7.5,7.0,7.1,8.0,6.5,7.4,7.9,8.3,7.2,7.2,7.4,6.8,7.9,7.6,7.4,7.6,7.5,7.8,7.4,7.1,6.6,8.2,7.3,7.7,6.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.8,Not Scored,7.4,7.3,7.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.7,7.7,6.6,,,
02M343,The Peck Slip School,ECC,8.9,9.2,9.0,9.3,9.0,9.0,9.0,9.8,9.8,8.5,9.2,9.7,8.5,8.8,9.0,8.8,8.8,9.0,8.9,7.8,7.7,9.5,9.1,9.6,9.3,9.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.2,Not Scored,9.4,9.2,9.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,N/A,N/A,,,
02M347,The 47 American Sign Language & English Lower School,ES/MS,8.3,8.3,7.9,8.5,8.3,8.4,7.8,8.9,8.7,8.3,8.4,8.3,7.1,8.1,8.2,8.3,8.4,8.3,8.7,8.1,7.7,8.4,8.5,8.4,8.5,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.1,Not Scored,8.3,8.2,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.7,8.4,8.3,,,
02M374,Gramercy Arts High School,HS,8.1,8.4,8.3,7.9,8.5,8.3,8.2,8.6,8.7,8.4,8.3,8.5,8.2,8.4,8.4,8.4,8.5,8.6,8.5,8.5,8.4,8.5,7.7,7.8,7.8,7.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.8,Not Scored,8.1,8.1,8.2,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.3,7.8,7.5,,,
02M376,NYC iSchool,HS,8.2,8.8,8.5,8.5,9.2,8.0,9.0,8.9,9.3,8.6,8.6,8.8,8.4,8.6,8.7,8.6,8.9,8.8,8.7,8.5,8.6,8.5,8.5,8.7,8.4,8.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.7,Not Scored,8.6,8.6,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.9,7.6,6.3,,,
02M392,MANHATTAN BUSINESS ACADEMY,HS,8.1,8.0,7.5,7.8,8.5,7.5,7.6,8.1,8.4,8.0,8.0,8.2,7.7,8.2,8.3,8.3,8.2,8.1,8.3,8.1,8.1,7.9,8.0,8.0,8.0,7.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,3.8,Not Scored,8.0,8.2,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.8,7.1,8.1,,,
02M393,BUSINESS OF SPORTS SCHOOL,HS,8.3,8.5,8.0,8.2,8.6,8.2,8.4,8.6,8.7,8.3,8.3,8.3,8.1,8.5,8.4,8.7,8.6,8.5,8.4,8.4,8.3,8.3,8.3,8.4,8.0,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.1,Not Scored,8.5,8.2,8.3,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.0,8.3,8.0,,,
02M394,EMMA LAZARUS HIGH SCHOOL,HST,8.7,8.7,8.2,9.0,8.7,8.5,8.5,9.0,9.1,8.8,8.6,8.8,8.7,8.8,8.8,8.8,8.8,8.8,8.8,8.8,8.7,9.0,9.4,9.0,8.9,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.4,Not Scored,8.6,8.6,8.6,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,N/A,N/A,N/A,,,
02M397,SPRUCE STREET SCHOOL,ECC,8.1,8.4,8.1,9.0,8.4,8.5,8.0,8.2,9.0,8.1,7.4,9.0,7.9,8.0,8.1,8.2,8.1,8.0,8.4,7.6,6.9,9.3,9.0,9.0,8.6,8.8,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.2,Not Scored,8.4,8.4,9.0,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,8.1,8.3,6.9,,,
02M399,THE HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,HS,8.3,7.9,7.5,7.6,8.2,7.6,7.0,8.3,8.2,8.0,7.5,8.5,7.6,8.2,8.0,8.2,8.0,8.0,8.3,8.0,7.9,6.6,8.2,8.2,8.1,7.4,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,3.7,Not Scored,8.5,7.4,7.9,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,9.4,8.8,8.8,,,
02M400,High School for Environmental Studies,HS,7.8,7.9,7.5,7.7,8.2,7.6,7.8,8.0,8.2,8.0,7.8,8.0,7.8,8.1,8.1,8.2,8.1,7.9,8.1,7.9,7.9,8.0,7.8,7.6,7.6,7.5,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,4.9,Not Scored,7.7,8.0,8.1,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.9,7.1,7.1,,,
02M407,Institute for Collaborative Education,MS/HS,8.4,8.6,8.6,8.6,8.6,8.5,8.3,9.0,9.4,8.9,8.5,9.1,8.3,9.1,9.1,8.9,8.9,8.8,9.0,8.7,8.2,7.3,9.0,9.2,8.8,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,7.7,Not Scored,8.2,8.8,8.7,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,Not Scored,6.7,7.1,7.1,,,
